,0
4090,NEUTRAL
4091,NEUTRAL
4092,NEUTRAL
4093,NEUTRAL
4094,NEUTRAL
4095,NEUTRAL
4096,NEUTRAL
4097,NEUTRAL
4098,NEUTRAL
4099,NEGATIVE
4100,MIXED
4101,NEUTRAL
4102,NEGATIVE
4103,NEGATIVE
4104,NEUTRAL
4105,NEUTRAL
4106,NEUTRAL
4107,NEUTRAL
4108,NEUTRAL
4109,NEUTRAL
4110,NEUTRAL
4111,NEUTRAL
4112,NEUTRAL
4113,NEGATIVE
4114,NEUTRAL
4115,NEUTRAL
4116,NEUTRAL
4117,NEUTRAL
4118,NEUTRAL
4119,NEUTRAL
4120,NEUTRAL
4121,NEUTRAL
4122,NEUTRAL
4123,NEGATIVE
4124,NEUTRAL
4125,NEUTRAL
4126,MIXED
4127,NEUTRAL
4128,NEUTRAL
4129,NEUTRAL
4130,NEUTRAL
4131,NEUTRAL
4132,NEUTRAL
4133,NEUTRAL
4134,NEUTRAL
4135,NEUTRAL
4136,NEUTRAL
4137,NEUTRAL
4138,MIXED
4139,NEUTRAL
4140,NEUTRAL
4141,NEUTRAL
4142,NEUTRAL
4143,NEUTRAL
4144,NEUTRAL
4145,NEUTRAL
4146,NEUTRAL
4147,NEUTRAL
4148,NEUTRAL
4149,MIXED
4150,NEUTRAL
4151,NEUTRAL
4152,NEUTRAL
4153,NEUTRAL
4154,NEUTRAL
4155,NEUTRAL
4156,NEUTRAL
4157,NEUTRAL
4158,NEUTRAL
4159,NEUTRAL
4160,NEUTRAL
4161,NEUTRAL
4162,NEUTRAL
4163,NEUTRAL
4164,NEUTRAL
4165,NEUTRAL
4166,NEUTRAL
4167,NEGATIVE
4168,NEUTRAL
4169,NEUTRAL
4170,NEUTRAL
4171,NEUTRAL
4172,NEUTRAL
4173,NEUTRAL
4174,NEUTRAL
4175,MIXED
4176,NEUTRAL
4177,NEUTRAL
4178,NEUTRAL
4179,NEUTRAL
4180,NEUTRAL
4181,NEUTRAL
4182,NEUTRAL
4183,NEUTRAL
4184,NEUTRAL
4185,NEUTRAL
4186,NEUTRAL
4187,NEUTRAL
4188,NEUTRAL
4189,NEUTRAL
4190,NEUTRAL
4191,NEUTRAL
4192,NEUTRAL
4193,NEUTRAL
4194,NEUTRAL
4195,NEUTRAL
4196,NEUTRAL
4197,NEUTRAL
4198,NEUTRAL
4199,NEUTRAL
4200,NEUTRAL
4201,NEUTRAL
4202,NEUTRAL
4203,NEUTRAL
4204,NEUTRAL
4205,NEUTRAL
4206,NEUTRAL
4207,NEUTRAL
4208,NEUTRAL
4209,NEUTRAL
4210,NEUTRAL
4211,NEUTRAL
4212,NEUTRAL
4213,NEUTRAL
4214,NEUTRAL
4215,NEUTRAL
4216,NEUTRAL
4217,NEUTRAL
4218,NEUTRAL
4219,NEUTRAL
4220,NEUTRAL
4221,NEUTRAL
4222,NEGATIVE
4223,NEUTRAL
4224,NEGATIVE
4225,NEUTRAL
4226,NEUTRAL
4227,NEUTRAL
4228,NEUTRAL
4229,NEUTRAL
4230,NEUTRAL
4231,MIXED
4232,NEUTRAL
4233,NEUTRAL
4234,NEUTRAL
4235,NEUTRAL
4236,NEUTRAL
4237,NEUTRAL
4238,NEUTRAL
4239,NEUTRAL
4240,NEUTRAL
4241,NEUTRAL
4242,NEUTRAL
4243,NEUTRAL
4244,NEUTRAL
4245,NEUTRAL
4246,NEUTRAL
4247,NEUTRAL
4248,NEUTRAL
4249,NEUTRAL
4250,NEUTRAL
4251,NEUTRAL
4252,NEUTRAL
4253,NEUTRAL
4254,NEUTRAL
4255,NEUTRAL
4256,NEUTRAL
4257,NEUTRAL
4258,NEUTRAL
4259,NEUTRAL
4260,NEUTRAL
4261,NEUTRAL
4262,NEUTRAL
4263,NEUTRAL
4264,NEUTRAL
4265,NEUTRAL
4266,NEUTRAL
4267,NEGATIVE
4268,NEUTRAL
4269,NEUTRAL
4270,NEUTRAL
4271,NEUTRAL
4272,NEUTRAL
4273,NEUTRAL
4274,NEUTRAL
4275,NEUTRAL
4276,NEUTRAL
4277,NEUTRAL
4278,NEUTRAL
4279,NEUTRAL
4280,NEUTRAL
4281,NEUTRAL
4282,NEUTRAL
4283,MIXED
4284,MIXED
4285,NEUTRAL
4286,NEUTRAL
4287,NEUTRAL
4288,NEUTRAL
4289,NEUTRAL
4290,NEUTRAL
4291,NEUTRAL
4292,NEUTRAL
4293,NEUTRAL
4294,MIXED
4295,MIXED
4296,NEUTRAL
4297,NEUTRAL
4298,NEGATIVE
4299,NEUTRAL
4300,NEGATIVE
4301,NEUTRAL
4302,NEUTRAL
4303,NEUTRAL
4304,NEUTRAL
4305,NEUTRAL
4306,NEUTRAL
4307,NEUTRAL
4308,NEUTRAL
4309,NEUTRAL
4310,NEUTRAL
4311,NEUTRAL
4312,NEUTRAL
4313,NEUTRAL
4314,NEUTRAL
4315,NEUTRAL
4316,NEUTRAL
4317,NEUTRAL
4318,NEUTRAL
4319,NEUTRAL
4320,NEUTRAL
4321,NEUTRAL
4322,NEUTRAL
4323,NEUTRAL
4324,NEGATIVE
4325,NEUTRAL
4326,NEUTRAL
4327,NEUTRAL
4328,NEGATIVE
4329,NEUTRAL
4330,NEUTRAL
4331,NEUTRAL
4332,MIXED
4333,NEUTRAL
4334,NEUTRAL
4335,NEUTRAL
4336,NEUTRAL
4337,NEUTRAL
4338,NEUTRAL
4339,NEUTRAL
4340,NEUTRAL
4341,NEGATIVE
4342,NEUTRAL
4343,NEGATIVE
4344,NEUTRAL
4345,NEUTRAL
4346,NEUTRAL
4347,NEUTRAL
4348,NEUTRAL
4349,NEUTRAL
4350,NEUTRAL
4351,NEUTRAL
4352,NEUTRAL
4353,NEUTRAL
4354,NEGATIVE
4355,NEUTRAL
4356,NEUTRAL
4357,NEUTRAL
4358,NEUTRAL
4359,NEUTRAL
4360,NEUTRAL
4361,NEUTRAL
4362,NEUTRAL
4363,NEUTRAL
4364,NEGATIVE
4365,NEUTRAL
4366,MIXED
4367,NEUTRAL
4368,NEUTRAL
4369,NEUTRAL
4370,NEUTRAL
4371,NEUTRAL
4372,NEUTRAL
4373,NEUTRAL
4374,NEUTRAL
4375,MIXED
4376,NEUTRAL
4377,NEUTRAL
4378,NEUTRAL
4379,NEUTRAL
4380,NEUTRAL
4381,NEUTRAL
4382,NEUTRAL
4383,NEUTRAL
4384,NEUTRAL
4385,NEUTRAL
4386,MIXED
4387,NEUTRAL
4388,NEUTRAL
4389,NEUTRAL
4390,NEUTRAL
4391,NEUTRAL
4392,NEUTRAL
4393,NEUTRAL
4394,NEUTRAL
4395,MIXED
4396,NEUTRAL
4397,NEUTRAL
4398,NEUTRAL
4399,MIXED
4400,NEGATIVE
4401,NEUTRAL
4402,NEUTRAL
4403,NEUTRAL
4404,NEUTRAL
4405,NEUTRAL
4406,NEGATIVE
4407,NEUTRAL
4408,NEUTRAL
4409,NEUTRAL
4410,NEUTRAL
4411,NEUTRAL
4412,NEUTRAL
4413,NEGATIVE
4414,NEGATIVE
4415,NEUTRAL
4416,NEUTRAL
4417,NEUTRAL
4418,NEUTRAL
4419,NEGATIVE
4420,NEUTRAL
4421,NEUTRAL
4422,NEUTRAL
4423,NEUTRAL
4424,NEUTRAL
4425,NEUTRAL
4426,NEUTRAL
4427,NEUTRAL
4428,NEUTRAL
4429,NEUTRAL
4430,NEUTRAL
4431,NEUTRAL
4432,NEUTRAL
4433,NEUTRAL
4434,NEUTRAL
4435,NEUTRAL
4436,NEUTRAL
4437,NEUTRAL
4438,NEUTRAL
4439,NEUTRAL
4440,NEUTRAL
4441,NEUTRAL
4442,NEUTRAL
4443,NEUTRAL
4444,NEUTRAL
4445,NEGATIVE
4446,NEUTRAL
4447,NEUTRAL
4448,NEUTRAL
4449,NEGATIVE
4450,NEUTRAL
4451,NEGATIVE
4452,NEUTRAL
4453,NEUTRAL
4454,NEUTRAL
4455,MIXED
4456,NEUTRAL
4457,NEUTRAL
4458,NEUTRAL
4459,MIXED
4460,NEUTRAL
4461,NEUTRAL
4462,NEUTRAL
4463,NEUTRAL
4464,NEUTRAL
4465,NEUTRAL
4466,NEUTRAL
4467,NEUTRAL
4468,NEUTRAL
4469,NEUTRAL
4470,NEUTRAL
4471,NEUTRAL
4472,NEUTRAL
4473,NEUTRAL
4474,NEUTRAL
4475,MIXED
4476,NEUTRAL
4477,NEUTRAL
4478,NEUTRAL
4479,NEUTRAL
4480,NEGATIVE
4481,NEUTRAL
4482,NEUTRAL
4483,NEUTRAL
4484,NEUTRAL
4485,NEGATIVE
4486,NEUTRAL
4487,NEUTRAL
4488,NEUTRAL
4489,NEUTRAL
4490,NEUTRAL
4491,NEGATIVE
4492,NEUTRAL
4493,NEUTRAL
4494,NEUTRAL
4495,NEUTRAL
4496,NEUTRAL
4497,NEUTRAL
4498,NEUTRAL
4499,NEGATIVE
4500,NEGATIVE
4501,NEUTRAL
4502,NEUTRAL
4503,NEUTRAL
4504,NEGATIVE
4505,NEUTRAL
4506,NEUTRAL
4507,NEUTRAL
4508,MIXED
4509,NEUTRAL
4510,NEUTRAL
4511,NEUTRAL
4512,NEUTRAL
4513,NEUTRAL
4514,NEUTRAL
4515,NEUTRAL
4516,NEUTRAL
4517,NEUTRAL
4518,NEUTRAL
4519,NEUTRAL
4520,NEUTRAL
4521,NEUTRAL
4522,NEUTRAL
4523,NEUTRAL
4524,NEGATIVE
4525,NEGATIVE
4526,MIXED
4527,NEUTRAL
4528,NEUTRAL
4529,MIXED
4530,NEUTRAL
4531,NEUTRAL
4532,NEUTRAL
4533,NEUTRAL
4534,MIXED
4535,NEUTRAL
4536,MIXED
4537,NEUTRAL
4538,NEUTRAL
4539,NEUTRAL
4540,NEUTRAL
4541,MIXED
4542,NEUTRAL
4543,NEUTRAL
4544,NEUTRAL
4545,NEUTRAL
4546,NEUTRAL
4547,NEUTRAL
4548,NEUTRAL
4549,NEUTRAL
4550,NEUTRAL
4551,NEUTRAL
4552,NEUTRAL
4553,NEUTRAL
4554,NEUTRAL
4555,NEUTRAL
4556,NEUTRAL
4557,NEUTRAL
4558,NEUTRAL
4559,NEUTRAL
4560,NEGATIVE
4561,NEUTRAL
4562,NEUTRAL
4563,NEUTRAL
4564,NEUTRAL
4565,NEUTRAL
4566,NEUTRAL
4567,MIXED
4568,NEUTRAL
4569,NEGATIVE
4570,MIXED
4571,NEUTRAL
4572,NEUTRAL
4573,NEGATIVE
4574,NEUTRAL
4575,NEUTRAL
4576,NEUTRAL
4577,NEUTRAL
4578,NEUTRAL
4579,NEUTRAL
4580,NEUTRAL
4581,NEUTRAL
4582,NEUTRAL
4583,NEUTRAL
4584,NEUTRAL
4585,NEUTRAL
4586,NEUTRAL
4587,NEUTRAL
4588,NEUTRAL
4589,NEUTRAL
4590,NEUTRAL
4591,NEUTRAL
4592,NEUTRAL
4593,NEUTRAL
4594,NEUTRAL
4595,NEUTRAL
4596,NEUTRAL
4597,NEUTRAL
4598,MIXED
4599,NEUTRAL
4600,NEUTRAL
4601,NEUTRAL
4602,NEUTRAL
4603,NEUTRAL
4604,MIXED
4605,NEUTRAL
4606,NEUTRAL
4607,NEUTRAL
4608,NEGATIVE
4609,NEUTRAL
4610,NEUTRAL
4611,NEUTRAL
4612,NEUTRAL
4613,NEUTRAL
4614,MIXED
4615,NEUTRAL
4616,NEUTRAL
4617,NEUTRAL
4618,NEUTRAL
4619,NEUTRAL
4620,NEUTRAL
4621,NEUTRAL
4622,NEUTRAL
4623,NEGATIVE
4624,NEUTRAL
4625,NEUTRAL
4626,NEUTRAL
4627,NEUTRAL
4628,NEUTRAL
4629,NEUTRAL
4630,NEUTRAL
4631,NEUTRAL
4632,NEGATIVE
4633,NEUTRAL
4634,NEUTRAL
4635,NEUTRAL
4636,NEUTRAL
4637,NEUTRAL
4638,NEUTRAL
4639,NEUTRAL
4640,NEUTRAL
4641,NEUTRAL
4642,NEUTRAL
4643,NEUTRAL
4644,NEUTRAL
4645,NEUTRAL
4646,NEUTRAL
4647,MIXED
4648,NEUTRAL
4649,NEUTRAL
4650,NEUTRAL
4651,NEUTRAL
4652,NEUTRAL
4653,NEUTRAL
4654,NEUTRAL
4655,NEUTRAL
4656,NEUTRAL
4657,NEUTRAL
4658,NEUTRAL
4659,NEUTRAL
4660,NEUTRAL
4661,NEUTRAL
4662,NEUTRAL
4663,NEUTRAL
4664,NEUTRAL
4665,NEUTRAL
4666,NEUTRAL
4667,NEUTRAL
4668,NEUTRAL
4669,NEUTRAL
4670,NEUTRAL
4671,NEGATIVE
4672,MIXED
4673,NEUTRAL
4674,NEGATIVE
4675,NEUTRAL
4676,NEUTRAL
4677,NEUTRAL
4678,NEUTRAL
4679,NEUTRAL
4680,NEUTRAL
4681,NEUTRAL
4682,NEUTRAL
4683,NEGATIVE
4684,NEUTRAL
4685,NEUTRAL
4686,NEUTRAL
4687,NEUTRAL
4688,NEUTRAL
4689,NEUTRAL
4690,NEUTRAL
4691,NEUTRAL
4692,NEUTRAL
4693,NEUTRAL
4694,NEUTRAL
4695,NEUTRAL
4696,NEUTRAL
4697,NEUTRAL
4698,NEUTRAL
4699,NEUTRAL
4700,NEUTRAL
4701,NEUTRAL
4702,NEUTRAL
4703,NEUTRAL
4704,NEUTRAL
4705,NEUTRAL
4706,NEUTRAL
4707,NEUTRAL
4708,NEGATIVE
4709,NEUTRAL
4710,NEUTRAL
4711,NEUTRAL
4712,NEUTRAL
4713,NEUTRAL
4714,NEUTRAL
4715,NEUTRAL
4716,NEUTRAL
4717,NEUTRAL
4718,NEUTRAL
4719,NEUTRAL
4720,NEUTRAL
4721,NEUTRAL
4722,NEUTRAL
4723,NEUTRAL
4724,NEUTRAL
4725,NEUTRAL
4726,NEUTRAL
4727,NEUTRAL
4728,NEUTRAL
4729,NEUTRAL
4730,NEUTRAL
4731,NEUTRAL
4732,NEGATIVE
4733,NEUTRAL
4734,NEUTRAL
4735,NEUTRAL
4736,NEUTRAL
4737,NEUTRAL
4738,NEGATIVE
4739,NEGATIVE
4740,NEUTRAL
4741,NEUTRAL
4742,NEUTRAL
4743,MIXED
4744,NEUTRAL
4745,NEUTRAL
4746,NEUTRAL
4747,NEUTRAL
4748,MIXED
4749,NEUTRAL
4750,NEUTRAL
4751,NEUTRAL
4752,NEUTRAL
4753,NEUTRAL
4754,NEUTRAL
4755,NEUTRAL
4756,NEUTRAL
4757,NEUTRAL
4758,NEUTRAL
4759,NEUTRAL
4760,NEGATIVE
4761,NEUTRAL
4762,NEUTRAL
4763,MIXED
4764,MIXED
4765,NEUTRAL
4766,NEUTRAL
4767,NEUTRAL
4768,NEUTRAL
4769,MIXED
4770,NEGATIVE
4771,NEUTRAL
4772,MIXED
4773,NEUTRAL
4774,NEGATIVE
4775,NEUTRAL
4776,NEUTRAL
4777,NEUTRAL
4778,NEGATIVE
4779,NEUTRAL
4780,NEUTRAL
4781,NEUTRAL
4782,NEUTRAL
4783,MIXED
4784,NEUTRAL
4785,NEUTRAL
4786,NEUTRAL
4787,NEUTRAL
4788,NEUTRAL
4789,NEUTRAL
4790,NEUTRAL
4791,NEUTRAL
4792,NEUTRAL
4793,NEUTRAL
4794,NEUTRAL
4795,NEUTRAL
4796,NEUTRAL
4797,NEUTRAL
4798,NEGATIVE
4799,NEGATIVE
4800,NEUTRAL
4801,NEUTRAL
4802,NEGATIVE
4803,NEUTRAL
4804,NEUTRAL
4805,NEUTRAL
4806,NEUTRAL
4807,NEUTRAL
4808,NEGATIVE
4809,NEUTRAL
4810,NEUTRAL
4811,NEUTRAL
4812,NEUTRAL
4813,NEUTRAL
4814,NEUTRAL
4815,NEUTRAL
4816,NEUTRAL
4817,NEUTRAL
4818,NEUTRAL
4819,NEUTRAL
4820,MIXED
4821,NEUTRAL
4822,NEUTRAL
4823,NEUTRAL
4824,NEUTRAL
4825,NEGATIVE
4826,NEUTRAL
4827,NEUTRAL
4828,NEUTRAL
4829,NEUTRAL
4830,NEUTRAL
4831,NEUTRAL
4832,NEUTRAL
4833,MIXED
4834,NEUTRAL
4835,NEUTRAL
4836,NEUTRAL
4837,NEUTRAL
4838,NEUTRAL
4839,NEUTRAL
4840,NEGATIVE
4841,NEUTRAL
4842,NEUTRAL
4843,NEUTRAL
4844,NEUTRAL
4845,NEUTRAL
4846,MIXED
4847,NEUTRAL
4848,NEUTRAL
4849,NEUTRAL
4850,NEUTRAL
4851,NEUTRAL
4852,NEGATIVE
4853,NEUTRAL
4854,NEUTRAL
4855,NEUTRAL
4856,NEUTRAL
4857,NEUTRAL
4858,NEUTRAL
4859,NEUTRAL
4860,NEUTRAL
4861,NEUTRAL
4862,NEGATIVE
4863,NEUTRAL
4864,NEUTRAL
4865,NEUTRAL
4866,NEUTRAL
4867,NEUTRAL
4868,NEUTRAL
4869,NEUTRAL
4870,NEUTRAL
4871,NEUTRAL
4872,NEUTRAL
4873,NEUTRAL
4874,MIXED
4875,NEUTRAL
4876,NEUTRAL
4877,NEUTRAL
4878,NEUTRAL
4879,NEUTRAL
4880,NEUTRAL
4881,NEUTRAL
4882,NEUTRAL
4883,NEUTRAL
4884,NEUTRAL
4885,NEUTRAL
4886,NEUTRAL
4887,NEUTRAL
4888,NEUTRAL
4889,NEUTRAL
4890,NEUTRAL
4891,NEUTRAL
4892,NEUTRAL
4893,NEUTRAL
4894,NEUTRAL
4895,NEUTRAL
4896,NEUTRAL
4897,NEUTRAL
4898,NEUTRAL
4899,NEUTRAL
4900,NEUTRAL
4901,NEUTRAL
4902,NEUTRAL
4903,NEUTRAL
4904,NEUTRAL
4905,NEUTRAL
4906,NEUTRAL
4907,NEUTRAL
4908,NEUTRAL
4909,NEUTRAL
4910,NEUTRAL
4911,NEGATIVE
4912,NEUTRAL
4913,NEUTRAL
4914,NEUTRAL
4915,NEUTRAL
4916,NEUTRAL
4917,NEUTRAL
4918,NEUTRAL
4919,NEUTRAL
4920,NEUTRAL
4921,NEGATIVE
4922,NEGATIVE
4923,NEUTRAL
4924,NEGATIVE
4925,NEUTRAL
4926,NEUTRAL
4927,NEUTRAL
4928,NEUTRAL
4929,NEUTRAL
4930,NEGATIVE
4931,NEUTRAL
4932,NEUTRAL
4933,NEGATIVE
4934,NEUTRAL
4935,NEUTRAL
4936,NEUTRAL
4937,NEUTRAL
4938,NEUTRAL
4939,NEUTRAL
4940,NEUTRAL
4941,NEUTRAL
4942,NEUTRAL
4943,NEUTRAL
4944,NEUTRAL
4945,NEUTRAL
4946,NEUTRAL
4947,NEUTRAL
4948,NEUTRAL
4949,NEUTRAL
4950,NEUTRAL
4951,NEUTRAL
4952,NEUTRAL
4953,NEUTRAL
4954,NEUTRAL
4955,NEUTRAL
4956,NEUTRAL
4957,NEUTRAL
4958,NEUTRAL
4959,NEUTRAL
4960,NEUTRAL
4961,MIXED
4962,NEUTRAL
4963,NEUTRAL
4964,NEUTRAL
4965,NEUTRAL
4966,NEUTRAL
4967,NEUTRAL
4968,NEGATIVE
4969,NEUTRAL
4970,MIXED
4971,NEUTRAL
4972,NEUTRAL
4973,NEUTRAL
4974,NEUTRAL
4975,NEUTRAL
4976,NEUTRAL
4977,NEUTRAL
4978,NEUTRAL
4979,NEUTRAL
4980,NEGATIVE
4981,NEUTRAL
4982,NEUTRAL
4983,NEUTRAL
4984,NEUTRAL
4985,NEUTRAL
4986,NEUTRAL
4987,NEUTRAL
4988,NEUTRAL
4989,NEGATIVE
4990,NEUTRAL
4991,NEUTRAL
4992,MIXED
4993,NEUTRAL
4994,NEUTRAL
4995,NEUTRAL
4996,NEUTRAL
4997,NEGATIVE
4998,NEUTRAL
4999,NEUTRAL
5000,NEUTRAL
5001,NEUTRAL
5002,NEUTRAL
5003,NEUTRAL
5004,NEUTRAL
5005,NEUTRAL
5006,NEUTRAL
5007,NEUTRAL
5008,NEUTRAL
5009,NEUTRAL
5010,NEUTRAL
5011,NEUTRAL
5012,NEUTRAL
5013,NEUTRAL
5014,NEUTRAL
5015,NEUTRAL
5016,MIXED
5017,NEUTRAL
5018,NEUTRAL
5019,NEUTRAL
5020,NEUTRAL
5021,NEUTRAL
5022,NEUTRAL
5023,NEGATIVE
5024,NEUTRAL
5025,NEUTRAL
5026,NEUTRAL
5027,NEUTRAL
5028,NEUTRAL
5029,NEUTRAL
5030,NEUTRAL
5031,MIXED
5032,NEUTRAL
5033,NEUTRAL
5034,NEUTRAL
5035,NEUTRAL
5036,NEUTRAL
5037,NEUTRAL
5038,NEUTRAL
5039,NEUTRAL
5040,NEUTRAL
5041,NEUTRAL
5042,NEUTRAL
5043,NEUTRAL
5044,NEUTRAL
5045,NEUTRAL
5046,NEUTRAL
5047,NEUTRAL
5048,NEUTRAL
5049,NEUTRAL
5050,NEGATIVE
5051,NEUTRAL
5052,NEUTRAL
5053,NEGATIVE
5054,NEUTRAL
5055,NEUTRAL
5056,NEUTRAL
5057,NEUTRAL
5058,NEUTRAL
5059,NEUTRAL
5060,NEUTRAL
5061,MIXED
5062,NEUTRAL
5063,NEUTRAL
5064,NEUTRAL
5065,NEUTRAL
5066,NEUTRAL
5067,NEUTRAL
5068,NEUTRAL
5069,NEUTRAL
5070,NEUTRAL
5071,NEUTRAL
5072,NEGATIVE
5073,MIXED
5074,NEUTRAL
5075,NEUTRAL
5076,NEUTRAL
5077,NEUTRAL
5078,NEUTRAL
5079,NEUTRAL
5080,NEUTRAL
5081,NEUTRAL
5082,NEUTRAL
5083,NEUTRAL
5084,NEUTRAL
5085,NEUTRAL
5086,NEUTRAL
5087,NEUTRAL
5088,NEUTRAL
5089,NEUTRAL
5090,NEUTRAL
5091,NEUTRAL
5092,NEUTRAL
5093,NEUTRAL
5094,NEUTRAL
5095,NEUTRAL
5096,NEUTRAL
5097,NEUTRAL
5098,MIXED
5099,NEUTRAL
5100,NEUTRAL
5101,NEUTRAL
5102,NEUTRAL
5103,NEUTRAL
5104,NEUTRAL
5105,NEUTRAL
5106,NEUTRAL
5107,NEUTRAL
5108,NEUTRAL
5109,NEGATIVE
5110,NEUTRAL
5111,NEUTRAL
5112,NEUTRAL
5113,NEUTRAL
5114,NEUTRAL
5115,NEUTRAL
5116,NEUTRAL
5117,MIXED
5118,NEUTRAL
5119,NEUTRAL
5120,NEUTRAL
5121,NEUTRAL
5122,NEUTRAL
5123,NEUTRAL
5124,NEGATIVE
5125,NEUTRAL
5126,NEGATIVE
5127,NEUTRAL
5128,NEUTRAL
5129,NEUTRAL
5130,NEGATIVE
5131,NEUTRAL
5132,NEUTRAL
5133,NEUTRAL
5134,NEUTRAL
5135,NEUTRAL
5136,NEUTRAL
5137,NEUTRAL
5138,NEUTRAL
5139,NEUTRAL
5140,NEUTRAL
5141,NEUTRAL
5142,NEUTRAL
5143,NEUTRAL
5144,NEUTRAL
5145,NEUTRAL
5146,NEGATIVE
5147,NEUTRAL
5148,NEUTRAL
5149,NEUTRAL
5150,NEUTRAL
5151,NEUTRAL
5152,NEUTRAL
5153,NEUTRAL
5154,NEUTRAL
5155,NEUTRAL
5156,NEUTRAL
5157,NEUTRAL
5158,NEUTRAL
5159,NEUTRAL
5160,NEUTRAL
5161,NEUTRAL
5162,NEUTRAL
5163,NEUTRAL
5164,NEUTRAL
5165,NEUTRAL
5166,NEUTRAL
5167,NEUTRAL
5168,NEUTRAL
5169,NEUTRAL
5170,NEUTRAL
5171,NEUTRAL
5172,NEUTRAL
5173,NEUTRAL
5174,NEUTRAL
5175,MIXED
5176,NEUTRAL
5177,NEUTRAL
5178,NEUTRAL
5179,NEUTRAL
5180,NEUTRAL
5181,NEUTRAL
5182,NEUTRAL
5183,NEUTRAL
5184,NEUTRAL
5185,NEUTRAL
5186,NEUTRAL
5187,NEUTRAL
5188,NEGATIVE
5189,NEUTRAL
5190,NEUTRAL
5191,NEUTRAL
5192,NEUTRAL
5193,NEGATIVE
5194,NEUTRAL
5195,NEUTRAL
5196,NEUTRAL
5197,NEGATIVE
5198,NEUTRAL
5199,NEUTRAL
5200,NEUTRAL
5201,NEUTRAL
5202,NEUTRAL
5203,NEUTRAL
5204,NEUTRAL
5205,NEUTRAL
5206,NEUTRAL
5207,NEGATIVE
5208,NEUTRAL
5209,NEUTRAL
5210,NEUTRAL
5211,NEUTRAL
5212,NEUTRAL
5213,NEUTRAL
5214,NEUTRAL
5215,NEUTRAL
5216,NEUTRAL
5217,NEUTRAL
5218,NEUTRAL
5219,NEUTRAL
5220,NEGATIVE
5221,NEUTRAL
5222,NEUTRAL
5223,NEUTRAL
5224,NEUTRAL
5225,NEGATIVE
5226,NEUTRAL
5227,NEUTRAL
5228,NEUTRAL
5229,NEUTRAL
5230,NEGATIVE
5231,NEUTRAL
5232,NEUTRAL
5233,NEUTRAL
5234,NEUTRAL
5235,NEUTRAL
5236,NEUTRAL
5237,NEUTRAL
5238,NEUTRAL
5239,NEGATIVE
5240,NEUTRAL
5241,NEUTRAL
5242,NEUTRAL
5243,NEUTRAL
5244,NEUTRAL
5245,NEUTRAL
5246,NEUTRAL
5247,NEUTRAL
5248,NEUTRAL
5249,NEUTRAL
5250,NEUTRAL
5251,NEUTRAL
5252,NEGATIVE
5253,NEUTRAL
5254,NEUTRAL
5255,NEUTRAL
5256,NEUTRAL
5257,NEUTRAL
5258,NEUTRAL
5259,NEUTRAL
5260,NEUTRAL
5261,NEUTRAL
5262,NEUTRAL
5263,NEUTRAL
5264,NEUTRAL
5265,NEUTRAL
5266,NEUTRAL
5267,NEUTRAL
5268,NEUTRAL
5269,NEUTRAL
5270,NEUTRAL
5271,NEUTRAL
5272,NEUTRAL
5273,NEUTRAL
5274,NEUTRAL
5275,NEUTRAL
5276,NEUTRAL
5277,NEUTRAL
5278,NEUTRAL
5279,NEGATIVE
5280,NEUTRAL
5281,NEUTRAL
5282,NEUTRAL
5283,NEUTRAL
5284,NEUTRAL
5285,NEUTRAL
5286,NEUTRAL
5287,NEUTRAL
5288,NEUTRAL
5289,NEGATIVE
5290,NEUTRAL
5291,NEUTRAL
5292,NEGATIVE
5293,NEUTRAL
5294,NEUTRAL
5295,NEUTRAL
5296,NEUTRAL
5297,NEUTRAL
5298,NEUTRAL
5299,NEUTRAL
5300,NEGATIVE
5301,POSITIVE
5302,NEUTRAL
5303,NEUTRAL
5304,NEUTRAL
5305,NEUTRAL
5306,NEUTRAL
5307,NEUTRAL
5308,NEUTRAL
5309,NEUTRAL
5310,NEUTRAL
5311,NEUTRAL
5312,NEUTRAL
5313,NEUTRAL
5314,NEUTRAL
5315,NEUTRAL
5316,NEUTRAL
5317,NEUTRAL
5318,NEUTRAL
5319,NEGATIVE
5320,MIXED
5321,NEUTRAL
5322,NEUTRAL
5323,NEUTRAL
5324,NEUTRAL
5325,NEUTRAL
5326,NEUTRAL
5327,NEUTRAL
5328,MIXED
5329,NEUTRAL
5330,NEUTRAL
5331,NEUTRAL
5332,NEUTRAL
5333,NEUTRAL
5334,NEUTRAL
5335,NEUTRAL
5336,NEUTRAL
5337,NEGATIVE
5338,NEUTRAL
5339,NEUTRAL
5340,NEUTRAL
5341,NEGATIVE
5342,NEUTRAL
5343,NEUTRAL
5344,NEUTRAL
5345,NEUTRAL
5346,NEUTRAL
5347,NEUTRAL
5348,NEUTRAL
5349,NEUTRAL
5350,NEUTRAL
5351,NEUTRAL
5352,NEUTRAL
5353,NEUTRAL
5354,NEUTRAL
5355,NEUTRAL
5356,MIXED
5357,NEGATIVE
5358,NEUTRAL
5359,NEUTRAL
5360,NEUTRAL
5361,NEUTRAL
5362,NEUTRAL
5363,NEUTRAL
5364,NEUTRAL
5365,NEUTRAL
5366,NEUTRAL
5367,MIXED
5368,NEUTRAL
5369,NEGATIVE
5370,NEUTRAL
5371,NEUTRAL
5372,NEUTRAL
5373,NEUTRAL
5374,NEUTRAL
5375,NEUTRAL
5376,NEUTRAL
5377,NEUTRAL
